,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
969,48,0,Travel_Rarely,4,Life Sciences,4,Manufacturing Director,Single,7898,1,No,11,0,11,10,9,0,8
970,27,0,Travel_Rarely,11,Medical,3,Sales Representative,Married,2534,8,No,14,1,5,1,0,0,0
971,51,0,Travel_Rarely,11,Technical Degree,4,Manufacturing Director,Single,13142,3,No,16,0,29,5,2,0,3
972,18,0,Non-Travel,1,Life Sciences,4,Laboratory Technician,Single,1611,1,No,15,0,0,0,0,0,0
973,35,0,Travel_Rarely,1,Medical,4,Laboratory Technician,Married,5363,0,No,12,1,10,9,7,0,0
974,27,0,Travel_Frequently,2,Life Sciences,4,Sales Executive,Single,5071,3,No,20,0,8,6,2,0,0
975,55,1,Travel_Rarely,13,Marketing,1,Sales Executive,Single,13695,6,Yes,17,0,24,19,7,3,8
976,56,0,Travel_Rarely,23,Life Sciences,4,Manufacturing Director,Married,13402,4,Yes,12,1,33,19,16,15,9
977,34,0,Non-Travel,26,Technical Degree,1,Research Scientist,Divorced,2029,1,No,20,3,5,5,4,0,0
978,40,0,Travel_Rarely,2,Medical,2,Healthcare Representative,Divorced,6377,5,No,20,3,15,12,11,11,8
979,34,0,Travel_Rarely,29,Medical,2,Laboratory Technician,Married,5429,4,No,13,2,10,8,7,7,7
980,31,1,Travel_Frequently,2,Life Sciences,3,Sales Representative,Single,2785,7,No,14,0,3,1,0,0,0
981,35,1,Travel_Frequently,18,Marketing,4,Sales Executive,Married,4614,0,Yes,18,1,5,4,2,3,2
982,38,0,Travel_Frequently,7,Life Sciences,4,Research Scientist,Divorced,2610,1,No,11,3,4,4,2,0,3
983,34,0,Travel_Rarely,2,Technical Degree,3,Healthcare Representative,Single,6687,1,No,11,0,14,14,11,4,11
984,28,0,Travel_Rarely,26,Life Sciences,3,Sales Executive,Married,4724,1,No,11,1,5,5,3,0,4
985,31,1,Travel_Rarely,22,Medical,4,Manufacturing Director,Married,6179,1,Yes,15,2,10,10,2,6,7
986,39,0,Travel_Rarely,21,Life Sciences,1,Sales Executive,Married,6120,3,Yes,12,2,8,5,4,1,4
987,51,0,Travel_Frequently,2,Marketing,2,Sales Executive,Married,10596,2,No,11,0,14,4,2,3,2
988,41,0,Travel_Frequently,22,Life Sciences,4,Research Scientist,Divorced,5467,3,Yes,14,2,12,6,2,3,3
989,37,0,Travel_Rarely,4,Life Sciences,3,Research Scientist,Married,2996,7,Yes,15,0,8,6,4,1,3
990,33,0,Travel_Frequently,5,Life Sciences,2,Sales Executive,Married,9998,6,No,13,0,8,5,4,1,2
991,32,0,Travel_Rarely,2,Marketing,3,Sales Executive,Married,4078,0,Yes,13,3,4,3,2,1,2
992,39,0,Non-Travel,25,Life Sciences,3,Healthcare Representative,Married,10920,3,No,21,1,13,6,4,0,5
993,25,0,Travel_Rarely,18,Life Sciences,1,Sales Executive,Married,6232,2,No,11,0,6,3,2,1,2
994,52,0,Travel_Frequently,28,Medical,4,Manufacturing Director,Married,13247,2,Yes,11,1,24,5,3,0,2
995,43,0,Travel_Rarely,6,Medical,1,Research Scientist,Single,4081,1,Yes,14,0,20,20,7,1,8
996,27,0,Travel_Rarely,10,Marketing,4,Sales Executive,Married,5769,1,Yes,11,0,6,6,2,4,4
997,27,1,Travel_Rarely,17,Life Sciences,4,Research Scientist,Single,2394,1,Yes,13,0,8,8,2,7,7
998,26,0,Travel_Rarely,2,Medical,1,Research Scientist,Single,3904,0,No,12,0,5,4,3,1,1
999,42,0,Travel_Rarely,10,Human Resources,3,Manager,Married,16799,0,No,14,1,21,20,7,0,9
1000,52,0,Travel_Rarely,8,Other,3,Laboratory Technician,Married,2950,9,No,13,0,12,5,4,0,4
1001,37,0,Travel_Rarely,11,Medical,1,Laboratory Technician,Single,3629,4,No,18,0,8,3,2,0,2
1002,35,0,Travel_Frequently,18,Life Sciences,3,Manufacturing Director,Single,9362,2,No,11,0,10,2,2,2,2
1003,25,0,Travel_Rarely,1,Technical Degree,1,Laboratory Technician,Married,3229,4,No,11,1,7,3,2,0,2
1004,26,0,Travel_Rarely,7,Other,3,Laboratory Technician,Single,3578,0,No,12,0,8,7,7,0,7
1005,29,0,Travel_Rarely,17,Other,2,Human Resources,Single,7988,1,No,13,0,10,10,9,0,9
1006,49,1,Travel_Frequently,28,Life Sciences,1,Laboratory Technician,Single,4284,3,No,20,0,20,4,3,1,3
1007,29,1,Travel_Frequently,14,Other,3,Healthcare Representative,Single,7553,0,Yes,12,0,9,8,7,7,7
1008,54,0,Travel_Rarely,1,Medical,4,Research Director,Single,17328,6,No,19,0,29,20,7,12,7
1009,58,0,Travel_Rarely,1,Medical,4,Research Director,Married,19701,3,Yes,21,1,32,9,8,1,5
1010,55,0,Travel_Rarely,1,Medical,2,Research Director,Divorced,14732,2,No,13,2,31,7,7,0,0
1011,36,0,Travel_Rarely,3,Marketing,1,Sales Executive,Single,9278,3,Yes,16,0,15,5,4,0,1
1012,31,1,Travel_Frequently,1,Life Sciences,2,Sales Representative,Single,1359,1,No,12,0,1,1,0,0,0
1013,30,0,Travel_Rarely,7,Marketing,4,Sales Executive,Divorced,4779,7,No,14,2,8,3,2,0,2
1014,31,0,Travel_Rarely,8,Life Sciences,1,Research Director,Single,16422,3,No,11,0,9,3,2,1,0
1015,34,0,Travel_Frequently,1,Other,4,Research Scientist,Divorced,2996,5,No,14,2,10,4,3,1,3
1016,31,1,Travel_Rarely,8,Life Sciences,1,Research Scientist,Single,1261,1,No,12,0,1,1,0,0,0
1017,27,0,Travel_Rarely,11,Life Sciences,2,Laboratory Technician,Married,2099,0,No,14,0,6,5,0,1,4
1018,36,0,Travel_Rarely,4,Life Sciences,1,Laboratory Technician,Single,5810,1,No,16,0,10,10,4,1,8
1019,36,0,Travel_Rarely,16,Marketing,3,Sales Executive,Married,5647,4,No,13,2,11,3,2,0,2
1020,47,0,Travel_Rarely,1,Technical Degree,1,Research Scientist,Married,3420,7,No,12,1,17,6,5,1,2
1021,25,1,Travel_Rarely,9,Life Sciences,1,Sales Representative,Married,4400,3,No,12,0,6,3,2,2,2
1022,37,0,Non-Travel,5,Technical Degree,3,Laboratory Technician,Single,3500,0,No,14,0,7,6,5,1,3
1023,56,0,Travel_Rarely,1,Life Sciences,1,Research Scientist,Married,2066,2,No,22,1,5,3,2,1,0
1024,47,0,Travel_Rarely,2,Medical,1,Research Director,Married,17169,3,No,19,2,26,20,17,5,6
1025,24,0,Travel_Rarely,4,Medical,4,Sales Executive,Married,4162,1,Yes,12,2,5,5,4,0,3
1026,32,0,Travel_Rarely,7,Marketing,4,Sales Executive,Married,9204,4,No,12,1,7,4,3,0,3
1027,34,0,Travel_Rarely,1,Life Sciences,4,Laboratory Technician,Married,3294,5,No,17,1,7,5,4,0,2
1028,41,0,Travel_Rarely,5,Medical,2,Research Scientist,Married,2127,2,Yes,12,0,7,4,2,0,3
1029,40,0,Non-Travel,9,Other,3,Laboratory Technician,Divorced,3975,3,No,11,2,11,8,7,0,7
1030,31,0,Travel_Rarely,8,Life Sciences,1,Sales Executive,Divorced,10793,1,No,18,1,13,13,7,9,9
1031,46,1,Travel_Rarely,9,Marketing,1,Sales Executive,Divorced,10096,4,No,11,1,28,7,7,4,3
1032,39,1,Non-Travel,2,Life Sciences,1,Laboratory Technician,Single,3646,2,Yes,23,0,11,1,0,0,0
1033,31,1,Travel_Frequently,1,Life Sciences,3,Manufacturing Director,Single,7446,1,No,11,0,10,10,8,4,7
1034,45,0,Travel_Rarely,20,Medical,2,Healthcare Representative,Divorced,10851,2,Yes,18,1,24,7,7,0,7
1035,31,0,Travel_Rarely,8,Medical,4,Human Resources,Single,2109,9,No,18,0,8,3,2,0,2
1036,31,1,Travel_Frequently,2,Life Sciences,2,Laboratory Technician,Married,3722,6,Yes,13,1,7,2,2,2,2
1037,45,0,Travel_Rarely,29,Technical Degree,2,Manufacturing Director,Married,9380,4,Yes,18,2,10,3,1,1,2
1038,48,0,Travel_Rarely,7,Marketing,3,Sales Executive,Divorced,5486,4,No,11,3,15,2,2,2,2
1039,34,1,Travel_Rarely,9,Technical Degree,1,Human Resources,Married,2742,1,No,15,0,2,2,2,2,2
1040,40,0,Non-Travel,8,Medical,4,Research Director,Divorced,13757,2,No,11,1,16,9,8,4,8
1041,28,0,Travel_Rarely,5,Medical,4,Sales Executive,Single,8463,0,No,18,0,6,5,4,1,3
1042,44,0,Non-Travel,5,Life Sciences,3,Laboratory Technician,Single,3162,3,No,14,0,7,5,2,0,3
1043,53,0,Travel_Rarely,2,Medical,4,Research Director,Single,16598,4,No,12,0,35,9,8,8,8
1044,49,0,Travel_Rarely,5,Technical Degree,1,Healthcare Representative,Married,6651,2,No,14,1,20,3,2,1,2
1045,40,0,Travel_Rarely,2,Medical,3,Research Scientist,Divorced,2345,2,No,14,1,8,3,1,1,2
1046,44,0,Travel_Rarely,20,Life Sciences,4,Research Scientist,Single,3420,1,No,13,0,6,5,2,1,3
1047,33,0,Travel_Frequently,7,Medical,4,Sales Executive,Married,4373,0,No,14,2,5,4,3,0,3
1048,34,0,Travel_Rarely,3,Other,4,Sales Executive,Single,4759,3,No,18,0,15,13,9,3,12
1049,30,0,Travel_Rarely,16,Life Sciences,4,Sales Executive,Married,5301,8,No,15,2,4,2,1,2,2
1050,42,0,Travel_Frequently,9,Medical,1,Laboratory Technician,Single,3673,1,No,13,0,12,12,9,5,8
1051,44,0,Travel_Frequently,1,Marketing,1,Sales Executive,Married,4768,7,No,12,1,11,1,0,0,0
1052,30,0,Non-Travel,7,Technical Degree,3,Research Scientist,Divorced,1274,1,No,13,2,1,1,0,0,0
1053,57,0,Travel_Rarely,1,Life Sciences,2,Research Scientist,Married,4900,0,No,24,1,13,12,9,2,8
1054,49,0,Travel_Rarely,7,Life Sciences,3,Healthcare Representative,Divorced,10466,3,No,14,2,29,8,7,0,7
1055,34,0,Travel_Frequently,15,Medical,2,Research Director,Divorced,17007,7,No,14,2,16,14,8,6,9
1056,28,1,Travel_Frequently,1,Technical Degree,1,Sales Representative,Married,2909,3,No,15,1,5,3,2,1,2
1057,29,1,Travel_Frequently,13,Technical Degree,1,Sales Executive,Single,5765,5,No,11,0,7,5,3,0,0
1058,34,1,Travel_Rarely,24,Medical,1,Sales Executive,Single,4599,0,Yes,23,0,16,15,9,10,10
1059,35,0,Travel_Rarely,7,Life Sciences,4,Sales Representative,Married,2404,1,No,13,1,1,1,0,0,0
1060,24,1,Travel_Frequently,9,Medical,2,Laboratory Technician,Single,3172,2,Yes,11,0,4,0,0,0,0
1061,24,0,Non-Travel,13,Life Sciences,4,Sales Representative,Married,2033,1,No,13,1,1,1,0,0,0
1062,44,0,Travel_Frequently,2,Medical,2,Manufacturing Director,Single,10209,5,Yes,18,0,16,2,2,2,2
1063,29,0,Travel_Rarely,19,Life Sciences,3,Sales Executive,Divorced,8620,1,No,14,2,10,10,7,0,4
1064,30,0,Travel_Rarely,1,Life Sciences,3,Human Resources,Divorced,2064,0,No,21,1,6,5,3,1,3
1065,55,0,Travel_Rarely,4,Life Sciences,4,Healthcare Representative,Married,4035,0,Yes,16,0,4,3,2,1,2
1066,33,0,Travel_Rarely,4,Medical,1,Laboratory Technician,Married,3838,8,No,11,0,8,5,4,0,2
1067,47,0,Travel_Rarely,14,Medical,3,Sales Executive,Married,4591,3,Yes,17,1,11,5,4,1,2
1068,28,1,Travel_Frequently,2,Medical,3,Laboratory Technician,Single,2561,7,No,11,0,8,0,0,0,0
1069,28,0,Travel_Rarely,1,Life Sciences,1,Research Scientist,Divorced,1563,1,No,14,1,1,1,0,0,0
1070,28,0,Travel_Frequently,7,Life Sciences,3,Sales Executive,Single,4898,0,No,14,0,5,4,2,1,3
1071,49,0,Travel_Rarely,3,Medical,3,Laboratory Technician,Married,4789,4,No,25,1,10,3,2,1,2
1072,29,0,Travel_Frequently,2,Life Sciences,4,Laboratory Technician,Married,3180,0,No,13,3,4,3,2,0,2
1073,28,0,Travel_Rarely,29,Life Sciences,3,Manufacturing Director,Married,6549,1,No,14,2,8,8,6,1,7
1074,33,0,Travel_Rarely,8,Life Sciences,4,Healthcare Representative,Single,6388,2,Yes,17,0,14,0,0,0,0
1075,32,0,Travel_Rarely,10,Medical,3,Manager,Single,11244,2,No,25,0,10,5,2,0,0
1076,54,0,Travel_Frequently,11,Medical,2,Manager,Divorced,16032,3,No,20,1,26,14,9,1,12
1077,29,1,Travel_Rarely,1,Technical Degree,1,Research Scientist,Single,2362,6,No,13,0,11,9,7,0,7
1078,44,0,Travel_Rarely,28,Life Sciences,4,Research Director,Married,16328,3,No,13,1,24,20,6,14,17
1079,39,0,Travel_Rarely,6,Life Sciences,2,Manufacturing Director,Single,8376,4,No,18,0,9,2,0,2,2
1080,46,0,Travel_Rarely,3,Life Sciences,3,Manager,Married,16606,8,No,12,1,23,13,12,5,1
1081,35,0,Travel_Rarely,16,Life Sciences,4,Healthcare Representative,Single,8606,1,No,19,0,11,11,8,3,3
1082,23,0,Travel_Rarely,20,Life Sciences,1,Laboratory Technician,Single,2272,0,No,14,0,5,4,3,1,2
1083,40,1,Travel_Rarely,9,Life Sciences,4,Laboratory Technician,Single,2018,3,No,14,0,15,5,4,1,0
1084,34,0,Travel_Rarely,1,Technical Degree,4,Sales Executive,Married,7083,1,Yes,14,0,10,10,9,8,6
1085,31,1,Travel_Frequently,3,Life Sciences,4,Research Scientist,Single,4084,1,No,12,0,7,7,2,7,7
1086,50,0,Travel_Frequently,22,Medical,3,Research Director,Single,14411,1,Yes,13,0,32,32,6,13,9
1087,34,0,Travel_Rarely,7,Technical Degree,2,Sales Representative,Married,2308,0,Yes,25,1,12,11,10,5,7
1088,42,0,Travel_Rarely,2,Medical,3,Laboratory Technician,Married,4841,4,No,14,1,4,1,0,0,0
1089,37,0,Travel_Rarely,13,Medical,1,Research Scientist,Married,4285,1,No,17,0,10,10,8,3,7
1090,29,0,Travel_Rarely,8,Other,3,Healthcare Representative,Married,9715,3,No,13,1,9,7,7,0,7
1091,33,0,Travel_Rarely,25,Life Sciences,4,Manufacturing Director,Single,4320,1,No,13,0,5,5,3,0,2
1092,45,0,Travel_Rarely,28,Technical Degree,4,Research Scientist,Married,2132,4,No,20,1,8,5,4,0,3
1093,42,0,Travel_Frequently,2,Life Sciences,4,Healthcare Representative,Married,10124,2,Yes,14,1,24,20,8,13,9
1094,40,0,Travel_Rarely,9,Medical,1,Sales Executive,Married,5473,0,No,12,0,9,8,4,7,1
1095,33,0,Travel_Rarely,28,Life Sciences,2,Laboratory Technician,Married,5207,1,Yes,12,1,15,15,14,5,7
1096,40,0,Travel_Rarely,6,Medical,3,Manager,Single,16437,1,Yes,21,0,21,21,7,7,7
1097,24,0,Travel_Rarely,21,Technical Degree,3,Laboratory Technician,Divorced,2296,0,No,14,3,2,1,1,0,0
1098,40,0,Non-Travel,8,Life Sciences,4,Healthcare Representative,Divorced,4069,3,Yes,18,0,8,2,2,2,2
1099,45,0,Travel_Rarely,1,Technical Degree,1,Healthcare Representative,Divorced,7441,1,No,12,3,10,10,8,7,7
1100,35,0,Travel_Rarely,28,Life Sciences,2,Sales Representative,Married,2430,0,No,23,2,6,5,3,4,2
1101,32,0,Travel_Rarely,5,Life Sciences,4,Research Scientist,Married,5878,3,No,12,1,12,7,1,2,5
1102,36,0,Travel_Rarely,2,Life Sciences,3,Sales Representative,Single,2644,3,Yes,21,0,7,3,2,1,2
1103,48,0,Travel_Rarely,16,Life Sciences,3,Sales Executive,Divorced,6439,8,No,14,1,18,8,7,7,7
1104,29,0,Travel_Rarely,9,Life Sciences,3,Research Scientist,Married,2451,6,No,18,2,5,1,0,0,0
1105,33,0,Travel_Rarely,8,Life Sciences,1,Sales Executive,Married,6392,2,No,13,1,8,2,2,2,2
1106,30,1,Travel_Rarely,1,Life Sciences,2,Sales Executive,Married,9714,1,No,11,1,10,10,8,6,7
1107,38,0,Travel_Frequently,10,Human Resources,3,Human Resources,Married,6077,3,No,11,0,10,6,3,1,2
1108,35,0,Travel_Rarely,1,Medical,4,Laboratory Technician,Single,2450,1,No,19,0,3,3,0,1,2
1109,30,0,Travel_Rarely,29,Technical Degree,3,Sales Executive,Married,9250,3,No,12,1,9,4,2,1,3
1110,35,1,Travel_Rarely,2,Life Sciences,1,Laboratory Technician,Divorced,2074,1,Yes,12,1,1,1,0,0,0
1111,53,1,Travel_Rarely,2,Technical Degree,3,Manufacturing Director,Married,10169,0,No,16,1,34,33,7,1,9
1112,38,1,Travel_Rarely,2,Medical,3,Manufacturing Director,Married,4855,4,No,11,2,7,5,2,1,4
1113,32,0,Non-Travel,1,Technical Degree,4,Research Scientist,Married,4087,4,No,14,1,9,6,5,1,2
1114,48,0,Travel_Rarely,15,Other,3,Research Scientist,Married,2367,8,No,12,1,10,8,2,7,6
1115,34,0,Travel_Rarely,7,Medical,1,Research Scientist,Single,2972,1,No,13,0,1,1,0,0,0
1116,55,0,Travel_Rarely,26,Marketing,3,Manager,Married,19586,1,No,21,1,36,36,6,2,13
1117,34,0,Travel_Rarely,1,Life Sciences,2,Research Scientist,Married,5484,9,No,17,1,9,2,2,2,1
1118,26,0,Travel_Rarely,3,Life Sciences,1,Research Scientist,Married,2061,1,No,21,0,1,1,0,0,0
1119,38,0,Travel_Rarely,14,Life Sciences,3,Sales Executive,Married,9924,0,No,11,1,10,9,8,7,7
1120,38,0,Travel_Rarely,16,Life Sciences,2,Sales Executive,Single,4198,2,No,12,0,8,3,2,1,2
1121,36,0,Travel_Rarely,1,Life Sciences,2,Sales Executive,Single,6815,6,No,13,0,15,1,0,0,0
1122,29,0,Travel_Rarely,3,Medical,2,Laboratory Technician,Single,4723,1,Yes,18,0,10,10,9,1,5
1123,35,0,Travel_Rarely,10,Medical,1,Healthcare Representative,Single,6142,3,Yes,16,0,10,5,2,0,4
1124,39,0,Travel_Rarely,6,Medical,4,Sales Executive,Married,8237,2,No,11,1,11,7,6,7,6
1125,29,0,Travel_Frequently,2,Life Sciences,1,Healthcare Representative,Divorced,8853,1,No,19,1,6,6,4,1,3
1126,50,0,Travel_Rarely,9,Marketing,3,Manager,Married,19331,4,Yes,16,1,27,1,0,0,0
1127,23,0,Travel_Rarely,10,Technical Degree,4,Research Scientist,Married,2073,2,No,16,1,4,2,2,2,2
1128,36,0,Travel_Frequently,6,Life Sciences,1,Laboratory Technician,Married,5562,3,Yes,13,1,9,3,2,0,2
1129,42,0,Travel_Rarely,9,Other,4,Manager,Single,19613,8,No,22,0,24,1,0,0,1
1130,35,0,Travel_Rarely,28,Life Sciences,2,Laboratory Technician,Married,3407,1,No,17,2,10,10,9,6,8
1131,34,0,Travel_Frequently,10,Technical Degree,4,Healthcare Representative,Married,5063,1,No,14,1,8,8,2,7,7
1132,40,0,Travel_Rarely,14,Life Sciences,4,Sales Executive,Married,4639,1,No,15,1,5,5,4,1,2
1133,43,0,Travel_Rarely,27,Technical Degree,4,Laboratory Technician,Divorced,4876,5,No,12,1,8,6,4,0,2
1134,35,0,Travel_Rarely,7,Life Sciences,3,Laboratory Technician,Married,2690,1,No,18,1,1,1,0,0,1
1135,46,0,Travel_Rarely,1,Life Sciences,4,Manager,Single,17567,1,No,15,0,27,26,0,0,12
1136,28,1,Travel_Rarely,24,Medical,3,Laboratory Technician,Married,2408,1,Yes,17,3,1,1,1,0,0
1137,22,0,Non-Travel,26,Other,2,Research Scientist,Married,2814,1,Yes,14,0,4,4,2,1,3
1138,50,0,Travel_Frequently,20,Medical,2,Healthcare Representative,Married,11245,2,Yes,15,1,32,30,8,12,13
1139,32,0,Travel_Rarely,5,Other,2,Research Scientist,Married,3312,3,No,17,2,6,3,2,0,2
1140,44,0,Travel_Rarely,7,Medical,2,Research Director,Divorced,19049,0,Yes,14,1,23,22,7,1,10
1141,30,0,Travel_Rarely,7,Medical,2,Research Scientist,Married,2141,1,No,12,1,6,6,4,1,1
1142,45,0,Travel_Rarely,5,Medical,3,Laboratory Technician,Single,5769,1,Yes,14,0,10,10,7,1,4
1143,45,0,Non-Travel,26,Marketing,1,Sales Executive,Married,4385,1,No,15,1,10,10,7,4,5
1144,31,0,Travel_Frequently,2,Other,4,Sales Executive,Single,5332,7,No,13,0,10,5,2,0,3
1145,36,0,Travel_Rarely,12,Life Sciences,3,Manufacturing Director,Married,4663,9,Yes,12,2,7,3,2,1,1
1146,34,0,Travel_Frequently,10,Life Sciences,3,Manufacturing Director,Divorced,4724,1,No,13,1,9,9,7,7,2
1147,49,0,Travel_Rarely,25,Life Sciences,3,Laboratory Technician,Married,3211,1,No,14,1,10,9,6,1,4
1148,39,0,Travel_Rarely,10,Medical,2,Manufacturing Director,Married,5377,2,No,13,3,10,7,7,7,7
1149,27,0,Travel_Rarely,19,Other,4,Laboratory Technician,Divorced,4066,1,No,11,2,7,7,7,0,7
1150,35,0,Travel_Rarely,18,Life Sciences,2,Research Scientist,Married,5208,1,No,11,0,16,16,15,1,10
1151,28,0,Travel_Rarely,27,Medical,2,Manufacturing Director,Divorced,4877,0,No,21,1,6,5,3,0,0
1152,21,0,Travel_Rarely,5,Medical,3,Research Scientist,Single,3117,1,No,18,0,3,2,2,2,2
1153,18,1,Travel_Frequently,3,Medical,2,Sales Representative,Single,1569,1,Yes,12,0,0,0,0,0,0
1154,47,0,Travel_Rarely,26,Life Sciences,4,Manager,Married,19658,3,No,11,1,27,5,2,1,0
1155,39,0,Travel_Rarely,3,Medical,3,Laboratory Technician,Divorced,3069,0,No,15,1,11,10,8,0,7
1156,40,0,Travel_Rarely,15,Life Sciences,1,Manufacturing Director,Married,10435,1,No,13,2,18,18,15,14,12
1157,35,0,Non-Travel,8,Life Sciences,3,Healthcare Representative,Married,4148,1,No,12,1,15,14,11,2,9
1158,37,0,Travel_Rarely,19,Life Sciences,3,Manufacturing Director,Married,5768,3,No,17,3,9,4,3,0,2
1159,39,0,Travel_Frequently,4,Medical,1,Manufacturing Director,Single,5042,0,No,13,0,10,9,2,3,8
1160,45,0,Travel_Rarely,2,Other,4,Manufacturing Director,Divorced,5770,1,No,19,2,10,10,7,3,9
1161,38,0,Travel_Rarely,2,Medical,4,Manufacturing Director,Married,7756,3,Yes,19,1,10,5,4,0,2
1162,35,1,Travel_Rarely,10,Medical,4,Sales Executive,Married,10306,9,No,17,0,15,13,12,6,0
1163,37,0,Travel_Rarely,10,Medical,2,Research Scientist,Married,3936,1,No,11,1,8,8,4,7,7
1164,40,0,Travel_Rarely,16,Life Sciences,3,Manufacturing Director,Single,7945,6,Yes,15,0,18,4,2,3,3
1165,44,0,Travel_Frequently,1,Human Resources,1,Human Resources,Married,5743,4,Yes,11,0,14,10,7,0,2
1166,48,0,Travel_Frequently,4,Medical,3,Manager,Married,15202,2,No,25,1,23,2,2,2,2
1167,35,1,Travel_Rarely,15,Medical,1,Sales Executive,Divorced,5440,6,Yes,14,2,7,2,2,2,2
1168,24,0,Travel_Frequently,2,Technical Degree,1,Research Scientist,Single,3760,1,Yes,13,0,6,6,3,1,3
1169,27,0,Travel_Rarely,8,Medical,2,Research Scientist,Married,3517,7,No,17,0,5,3,2,0,2
1170,27,0,Travel_Frequently,2,Medical,4,Research Scientist,Single,2580,2,No,13,0,6,4,2,1,2
1171,40,1,Travel_Rarely,7,Life Sciences,1,Laboratory Technician,Single,2166,3,Yes,14,0,10,4,2,0,3
1172,29,0,Travel_Rarely,10,Medical,3,Sales Executive,Single,5869,9,No,11,0,8,5,2,1,4
1173,36,0,Travel_Rarely,5,Life Sciences,2,Healthcare Representative,Married,8008,4,No,12,2,9,3,2,0,2
1174,25,0,Travel_Frequently,2,Life Sciences,4,Manufacturing Director,Divorced,5206,1,No,17,2,7,7,7,0,7
1175,39,0,Travel_Rarely,12,Medical,4,Manufacturing Director,Married,5295,4,No,21,0,7,5,4,1,0
1176,49,0,Travel_Rarely,22,Other,1,Research Director,Married,16413,3,No,16,2,27,4,2,1,2
1177,50,0,Travel_Rarely,17,Life Sciences,4,Research Director,Divorced,13269,5,No,15,3,19,14,11,1,11
1178,20,0,Travel_Rarely,2,Medical,3,Sales Representative,Single,2783,1,No,19,0,2,2,2,2,2
1179,34,0,Travel_Rarely,3,Life Sciences,4,Research Scientist,Divorced,5433,1,No,12,1,11,11,8,7,9
1180,36,0,Travel_Rarely,7,Life Sciences,1,Laboratory Technician,Single,2013,2,No,11,0,15,4,3,1,3
1181,49,0,Travel_Rarely,6,Life Sciences,3,Healthcare Representative,Married,13966,2,Yes,19,1,30,15,11,2,12
1182,36,0,Non-Travel,1,Medical,4,Manufacturing Director,Married,4374,0,No,15,0,4,3,2,1,2
1183,36,0,Travel_Rarely,3,Life Sciences,4,Healthcare Representative,Divorced,6842,6,No,20,1,13,5,4,0,4
1184,54,0,Travel_Rarely,22,Medical,2,Manager,Married,17426,3,No,25,1,36,10,8,4,7
1185,43,0,Travel_Rarely,15,Life Sciences,3,Research Director,Married,17603,1,No,24,1,14,14,10,6,11
1186,35,1,Travel_Frequently,12,Other,4,Sales Executive,Single,4581,3,Yes,24,0,13,11,9,6,7
1187,38,0,Travel_Frequently,1,Life Sciences,4,Research Scientist,Married,4735,7,No,15,2,19,13,11,2,9
1188,29,0,Travel_Rarely,5,Medical,1,Sales Executive,Divorced,4187,1,Yes,13,1,10,10,0,0,9
1189,33,0,Travel_Rarely,2,Medical,4,Sales Executive,Divorced,5505,1,No,14,2,6,6,2,0,4
1190,32,0,Travel_Rarely,2,Medical,4,Research Scientist,Divorced,5470,0,No,13,2,10,9,5,1,6
1191,31,0,Travel_Rarely,5,Life Sciences,1,Sales Executive,Married,5476,1,No,11,2,10,10,0,0,2
1192,49,0,Travel_Rarely,16,Medical,4,Laboratory Technician,Divorced,2587,4,Yes,16,1,17,2,2,2,2
1193,38,0,Travel_Frequently,2,Medical,4,Laboratory Technician,Single,2440,1,No,22,0,4,4,3,3,3
1194,47,0,Travel_Rarely,2,Life Sciences,2,Manager,Divorced,15972,6,No,14,3,29,3,2,1,2
1195,49,0,Travel_Rarely,1,Life Sciences,3,Manager,Single,15379,4,No,14,0,23,8,7,0,0
1196,41,0,Travel_Rarely,23,Life Sciences,4,Sales Executive,Single,7082,3,Yes,16,0,21,2,0,0,2
1197,20,0,Travel_Rarely,9,Life Sciences,4,Sales Representative,Single,2728,1,No,11,0,2,2,2,0,2
1198,33,0,Non-Travel,16,Life Sciences,3,Sales Executive,Divorced,5368,1,Yes,25,1,7,6,5,1,2
1199,36,0,Travel_Rarely,26,Life Sciences,1,Healthcare Representative,Married,5347,6,No,14,2,10,3,2,0,2
1200,44,0,Travel_Rarely,1,Life Sciences,3,Human Resources,Divorced,3195,4,Yes,18,3,8,2,2,2,2
1201,23,1,Travel_Rarely,8,Medical,4,Laboratory Technician,Single,3989,1,Yes,11,0,5,5,4,1,2
1202,38,0,Travel_Rarely,4,Medical,4,Laboratory Technician,Married,3306,7,No,19,1,7,0,0,0,0
1203,53,0,Travel_Rarely,24,Medical,2,Healthcare Representative,Married,7005,3,No,15,0,11,4,3,1,2
1204,48,1,Travel_Frequently,7,Medical,4,Sales Representative,Married,2655,2,Yes,11,2,19,9,7,7,7
1205,32,1,Travel_Rarely,2,Life Sciences,4,Laboratory Technician,Single,1393,1,No,12,0,1,1,0,0,0
1206,26,0,Non-Travel,7,Medical,4,Laboratory Technician,Single,2570,1,No,20,0,7,7,7,5,7
1207,55,0,Travel_Rarely,22,Technical Degree,1,Research Scientist,Divorced,3537,5,No,12,1,8,4,2,1,2
